IF,CEP,CEP_numeros,UF,Município,latitude,longitude,Instituicao
CAMPUS UBAJARA,"Ubajara, CE. CEP: 62350-000.",62350000,CE,Ubajara,-3.85448,-40.9204,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ"
CAMPUS UMIRIM,"Umirim, CE. CEP: 62660-000.",62660000,CE,Umirim,-3.67654,-39.3465,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ"
POLO DE INOVAÇÃO FORTALEZA,"Fortaleza, CE. CEP: 60040-531.",60040531,CE,Fortaleza,-3.71664,-38.5423,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA","Brasília, DF. CEP: 70070-906.",70070906,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS AVANÇADO SOBRADINHO,"Brasília, DF. CEP: 73006-065.",73006065,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS BRASÍLIA,"Brasília, DF. CEP: 70860-100.",70860100,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS CEILÂNDIA,"Brasília, DF. CEP: 72235-547.",72235547,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS ESTRUTURAL,"Brasília, DF. CEP: 71255-090.",71255090,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS GAMA,"Brasília, DF. CEP: 72405-125.",72405125,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS PLANALTINA,"Brasília, DF. CEP: 73380-900.",73380900,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS RIACHO FUNDO,"Brasília, DF. CEP: 71805-722.",71805722,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS SAMAMBAIA,"Brasília, DF. CEP: 72333-519.",72333519,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS SÃO SEBASTIÃO,"Brasília, DF. CEP: 71697-040.",71697040,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS TAGUATINGA,"Brasília, DF. CEP: 72146-000.",72146000,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
CAMPUS TAGUATINGA CENTRO,"Brasília, DF. CEP: 72620-100.",72620100,DF,Brasília,-15.7795,-47.9297,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO","Vitória, ES. CEP: 29056-255.",29056255,ES,Vitória,-20.3155,-40.3128,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS ALEGRE,"Alegre, ES. CEP: 29500-000.",29500000,ES,Alegre,-20758,-41.5382,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS ARACRUZ,"Aracruz, ES. CEP: 29192-733.",29192733,ES,Aracruz,-19.82,-40.2764,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS AVANÇADO VIANA,"Viana, ES. CEP: 29135-000.",29135000,ES,Viana,-20.3825,-40.4933,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS BARRA DE SÃO FRANCISCO,"Barra de São Francisco, ES. CEP: 29800-000.",29800000,ES,Barra de São Francisco,-18.7548,-40.8965,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS CACHEIRO DO ITAPEMIRIM,"Cachoeiro de Itapemirim, ES. CEP: 29300-970.",29300970,ES,Cachoeiro de Itapemirim,-20.8462,-41.1198,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS CARIACICA,"Cariacica, ES. CEP: 29150-410.",29150410,ES,Cariacica,-20.2632,-40.4165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS CENTRO SERRANO,"Santa Maria de Jetibá, ES. CEP: 29645-000.",29645000,ES,Santa Maria de Jetibá,-20.0253,-40.7439,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS COLATINA,"Colatina, ES. CEP: 29700-558.",29700558,ES,Colatina,-19.5493,-40.6269,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS GUARAPARI,"Guarapari, ES. CEP: 29215-090.",29215090,ES,Guarapari,-20.6772,-40.5093,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS IBATIBA,"Ibatiba, ES. CEP: 29395-000.",29395000,ES,Ibatiba,-20.2347,-41.5087,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS ITAPINA,"Colatina, ES. CEP: 29709-910.",29709910,ES,Colatina,-19.5493,-40.6269,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS LINHARES,"Linhares, ES. CEP: 29901-291.",29901291,ES,Linhares,-19.3946,-40.0643,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS MONTANHA,"Montanha, ES. CEP: 29890-000.",29890000,ES,Montanha,-18.1303,-40.3668,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS NOVA VENÉCIA,"Nova Venécia, ES. CEP: 29830-000.",29830000,ES,Nova Venécia,-18715,-40.4053,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS PIÚMA,"Piúma, ES. CEP: 29285-000.",29285000,ES,Piúma,-20.8334,-40.7268,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS SANTA TERESA,"Santa Teresa, ES. CEP: 29660-000.",29660000,ES,Santa Teresa,-19.9363,-40.5979,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS SÃO MATEUS,"São Mateus, ES. CEP: 29932-540.",29932540,ES,São Mateus,-18.7214,-39.8579,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS SERRA,"Serra, ES. CEP: 29173-087.",29173087,ES,Serra,-20121,-40.3074,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS VENDA NOVA DO IMIGRANTE,"Venda Nova do Imigrante, ES. CEP: 29375-000.",29375000,ES,Venda Nova do Imigrante,-20327,-41.1355,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS VILA VELHA,"Vila Velha, ES. CEP: 29106-010.",29106010,ES,Vila Velha,-20.3417,-40.2875,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
CAMPUS VITÓRIA,"Vitória, ES. CEP: 29040-780.",29040780,ES,Vitória,-20.3155,-40.3128,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
POLO DE INOVAÇÃO VITÓRIA,"Vitória, ES. CEP: 29040-780.",29040780,ES,Vitória,-20.3155,-40.3128,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS","Goiânia, GO. CEP: 74130-012.",74130012,GO,Goiânia,-16.8198,-49.2469,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS ÁGUAS LINDAS DE GOIÁS,"Águas Lindas de Goiás, GO. CEP: 72910-733.",72910733,GO,Águas Lindas de Goiás,-15.7617,-48.2816,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS ANÁPOLIS,"Anápolis, GO. CEP: 75131-500.",75131500,GO,Anápolis,-16.3281,-48953,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS APARECIDA DE GOIÂNIA,"Aparecida de Goiânia, GO. CEP: 74968-755.",74968755,GO,Aparecida de Goiânia,-16.8198,-49.2469,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS CIDADE DE GOIÁS,"Goiás, GO. CEP: 76600-000.",76600000,GO,Goiás,-16.7573,-49.4412,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS FORMOSA,"Formosa, GO. CEP: 73813-816.",73813816,GO,Formosa,-15.54,-47337,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS GOIÂNIA,"Goiânia, GO. CEP: 74055-110.",74055110,GO,Goiânia,-16.8198,-49.2469,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS GOIÂNIA OESTE,"Goiânia, GO. CEP: 74270-040.",74270040,GO,Goiânia,-16.8198,-49.2469,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS INHUMAS,"Inhumas, GO. CEP: 75400-000.",75400000,GO,Inhumas,-16.3611,-49.5001,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS ITUMBIARA,"Itumbiara, GO. CEP: 75524-010.",75524010,GO,Itumbiara,-18.4093,-49.2158,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS JATAÍ,"Jataí, GO. CEP: 75804-714.",75804714,GO,Jataí,-17.8784,-51.7204,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS LUZIÂNIA,"Luziânia, GO. CEP: 72811-510.",72811510,GO,Luziânia,-16253,-47.95,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS SENADOR CANEDO,"Senador Canedo, GO. CEP: 75250-000.",75250000,GO,Senador Canedo,-16.7084,-49.0914,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS URUAÇU,"Uruaçu, GO. CEP: 76400-000.",76400000,GO,Uruaçu,-14.5238,-49.1396,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
CAMPUS VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás, GO. CEP: 72876-601.",72876601,GO,Valparaíso de Goiás,-16.0651,-47.9757,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO","Goiânia, GO. CEP: 74085-010.",74085010,GO,Goiânia,-16.8198,-49.2469,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS AVANÇADO CATALÃO,"Catalão, GO. CEP: 75701-050.",75701050,GO,Catalão,-18.1656,-47944,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS AVANÇADO CRISTALINA,"Cristalina, GO. CEP: 73850-000.",73850000,GO,Cristalina,-16.7676,-47.6131,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS AVANÇADO DE IPAMERI,"Ipameri, GO. CEP: 75780-000.",75780000,GO,Ipameri,-17.7215,-48.1581,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS AVANÇADO HIDROLÂNDIA,"Hidrolândia, GO. CEP: 75340-000.",75340000,GO,Hidrolândia,-16.9626,-49.2265,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS CAMPOS BELOS,"Campos Belos, GO. CEP: 73840-000.",73840000,GO,Campos Belos,-13035,-46.7681,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS CERES,"Ceres, GO. CEP: 76300-000.",76300000,GO,Ceres,-15.3061,-49.6,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS IPORÁ,"Iporá, GO. CEP: 76200-000.",76200000,GO,Iporá,-16.4398,-51118,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS MORRINHOS,"Morrinhos, GO. CEP: 75650-000.",75650000,GO,Morrinhos,-17.7334,-49.1059,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS POSSE,"Posse, GO. CEP: 73900-000.",73900000,GO,Posse,-14.0859,-46.3704,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS RIO VERDE,"Rio Verde, GO. CEP: 75901-970.",75901970,GO,Rio Verde,-15.3549,-49708,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS TRINDADE,"Trindade, GO. CEP: 75380-000.",75380000,GO,Trindade,-16.6517,-49.4927,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
CAMPUS URUTAI,"Urutaí, GO. CEP: 75790-000.",75790000,GO,Urutaí,-17.4651,-48.2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO","Cuiabá, MT. CEP: 78043-400.",78043400,MT,Cuiabá,-15601,-56.0974,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS ALTA FLORESTA,"Alta Floresta, MT. CEP: 78580-000.",78580000,MT,Alta Floresta,-9.86674,-56.0867,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS AVANÇADO DIAMANTINO,"Diamantino, MT. CEP: 78400-000.",78400000,MT,Diamantino,-14.4037,-56.4366,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS AVANÇADO GUARANTÃ DO NORTE,"Guarantã do Norte, MT. CEP: 78520-000.",78520000,MT,Guarantã do Norte,-9.96218,-54.9121,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS AVANÇADO LUCAS DE RIO VERDE,"Lucas do Rio Verde, MT. CEP: 78455-000.",78455000,MT,Lucas do Rio Verde,-13.0588,-55.9042,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS AVANÇADO SINOP,"Sinop, MT. CEP: 78550-178.",78550178,MT,Sinop,-11.8604,-55.5091,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS AVANÇADO TANGARÁ DA SERRA,"Tangará da Serra, MT. CEP: 78300-000.",78300000,MT,Tangará da Serra,-14.6229,-57.4933,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS BARRA DO GARÇAS,"Barra do Garças, MT. CEP: 78600-000.",78600000,MT,Barra do Garças,-15.8804,-52264,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS BELA VISTA/CUIABÁ,"Cuiabá, MT. CEP: 78050-560.",78050560,MT,Cuiabá,-15601,-56.0974,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS CÁCERES,"Cáceres, MT. CEP: 78200-000.",78200000,MT,Cáceres,-16.0764,-57.6818,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS CAMPO NOVO DO PARECIS,"Campo Novo do Parecis, MT. CEP: 78360-000.",78360000,MT,Campo Novo do Parecis,-13.6587,-57.8907,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS CONFRESA,"Confresa, MT. CEP: 78652-000.",78652000,MT,Confresa,-10.6437,-51.5699,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS CUIABÁ,"Cuiabá, MT. CEP: 78005-200.",78005200,MT,Cuiabá,-15601,-56.0974,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS JUÍNA,"Juína, MT. CEP: 78320-000.",78320000,MT,Juína,-11.3728,-58.7483,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS PONTES E LACERDA,"Pontes e Lacerda, MT. CEP: 78250-000.",78250000,MT,Pontes e Lacerda,-15.2219,-59.3435,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS PRIMAVERA DO LESTE,"Primavera do Leste, MT. CEP: 78850-000.",78850000,MT,Primavera do Leste,-15544,-54.2811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS RONDONÓPOLIS,"Rondonópolis, MT. CEP: 78721-520.",78721520,MT,Rondonópolis,-16.4673,-54.6372,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS SÃO VICENTE,"Santo Antônio do Leverger, MT. CEP: 78180-000.",78180000,MT,Santo Antônio do Leverger,-15.8632,-56.0788,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS SORRISO,"Sorriso, MT. CEP: 78890-000.",78890000,MT,Sorriso,-12.5425,-55.7211,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
CAMPUS VÁRZEA GRANDE,"Várzea Grande, MT. CEP: 78156-212.",78156212,MT,Várzea Grande,-15.6458,-56.1322,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO","São Luís, MA. CEP: 65076-091.",65076091,MA,São Luís,-2.53874,-44.2825,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS AÇAILÂNDIA,"Açailândia, MA. CEP: 65930-000.",65930000,MA,Açailândia,-4.94714,-47.5004,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS ALCÂNTARA,"Alcântara, MA. CEP: 65250-000.",65250000,MA,Alcântara,-2.39574,-44.4062,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS ARAIOSES,"Araioses, MA. CEP: 65570-000.",65570000,MA,Araioses,-2.89091,-41905,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS AVANÇADO CAROLINA,"Carolina, MA. CEP: 65980-000.",65980000,MA,Carolina,-7.33584,-47.4634,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS AVANÇADO PORTO FRANCO,"Porto Franco, MA. CEP: 65970-000.",65970000,MA,Porto Franco,-6.34149,-47.3962,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS AVANÇADO ROSÁRIO,"Rosário, MA. CEP: 65150-000.",65150000,MA,Rosário,-2.97272,-45.3493,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS BACABAL,"Bacabal, MA. CEP: 65700-000.",65700000,MA,Bacabal,-4.22447,-44.7832,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS BARRA DO CORDA,"Barra do Corda, MA. CEP: 65950-000.",65950000,MA,Barra do Corda,-5.49682,-45.2485,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS BARREIRINHAS,"Barreirinhas, MA. CEP: 65590-000.",65590000,MA,Barreirinhas,-2.75863,-42.8232,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS BURITICUPU,"Buriticupu, MA. CEP: 65393-000.",65393000,MA,Buriticupu,-4.32375,-46.4409,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS CAXIAS,"Caxias, . CEP: 65600-000.",65600000,MA,Caxias,-4.86505,-43.3617,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS CENTRO HISTÓRICO,"São Luís, MA. CEP: 65010-030.",65010030,MA,São Luís,-2.53874,-44.2825,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS CODÓ,"Codó, MA. CEP: 65400-000.",65400000,MA,Codó,-4.45562,-43.8924,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS COELHO NETO,"Coelho Neto, MA. CEP: 65620-000.",65620000,MA,Coelho Neto,-4.25245,-43.0108,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS GRAJAÚ,"Grajaú, MA. CEP: 65940-000.",65940000,MA,Grajaú,-6.74463,-43.0261,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS IMPERATRIZ,"Imperatriz, MA. CEP: 65919-050.",65919050,MA,Imperatriz,-5.51847,-47.4777,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS ITAPECURU MIRIM,"Itapecuru Mirim, MA. CEP: 65485-000.",65485000,MA,Itapecuru Mirim,-3.40202,-44.3508,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS MARACANÃ,"São Luís, MA. CEP: 65095-460.",65095460,MA,São Luís,-2.53874,-44.2825,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS MONTE CASTELO,"São Luís, MA. CEP: 65020-300.",65020300,MA,São Luís,-2.53874,-44.2825,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS PEDREIRAS,"Pedreiras, MA. CEP: 65725-000.",65725000,MA,Pedreiras,-4.56482,-44.6006,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS PINHEIRO,"Pinheiro, MA. CEP: 65200-000.",65200000,MA,Pinheiro,-2.52224,-45.0788,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS SANTA INÊS,"Santa Inês, MA. CEP: 65300-000.",65300000,MA,Santa Inês,-3.65112,-45.3774,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS SÃO JOÃO DOS PATOS,"São João dos Patos, MA. CEP: 65665-000.",65665000,MA,São João dos Patos,-6.4934,-43.7036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS SÃO JOSÉ DE RIBAMAR,"São José de Ribamar, MA. CEP: 65110-000.",65110000,MA,São José de Ribamar,-2.54704,-44.0597,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS SÃO RAIMUNDO DAS MANGABEIRAS,"São Raimundo das Mangabeiras, MA. CEP: 65840-000.",65840000,MA,São Raimundo das Mangabeiras,-7.02183,-45.4809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS TIMON,"Timon, MA. CEP: 65636-340.",65636340,MA,Timon,-5.09769,-42.8329,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
